dep_variable,Policy0,Policy1,Policy2,Policy3,Policy4,Policy5,Policy6,Policy7,Policy8,Policy9,Policy10,Policy11,Policy12,Policy13,Policy14,Policy15,Policy16,Policy17,Policy18,Policy19,Policy20,Policy21,Policy22,Policy23,Policy24,Policy25,Policy26,Policy27,Policy28,Policy29,Policy30,Policy31,Policy32,Policy33,Policy34,Policy35,Policy36,Policy37,Policy38,Policy39,Policy40,Policy41,Policy42,Policy43,Policy44,Policy45,Policy46,Policy47,Policy48,Policy49
-0.18024132,-0.0003208080,-0.0003584318,-0.0001377487,0.0000208475,-0.0001691931,-0.0002025119,-0.0002288370,-0.0001623399,-0.0002111215,-0.0000997600,-0.0003964455,-0.0003638251,0.0000481016,0.0003363933,-0.0001582617,-0.0001606138,0.0005268557,-0.0002781536,-0.0002608795,-0.0004127762,-0.0003664830,-0.0003408269,-0.0003611048,-0.0003795550,-0.0003916571,-0.0004205273,-0.0004706149,-0.0003685352,0.0006008454,0.0011834243,0.0034985628,0.0003546461,-0.0001232376,-0.0000358458,-0.0000964352,-0.0000712864,-0.0000983580,-0.0000887949,-0.0000807742,0.0000361137,-0.0002064369,-0.0001574030,-0.0002070176,-0.0002088941,-0.0002431968,-0.0000360680,-0.0001462838,-0.0001267389,-0.0002571836,-0.0002341106
-0.024649542,-0.0004705574,-0.0004726452,-0.0000931130,-0.0000431062,-0.0002884558,-0.0003653838,-0.0003788114,-0.0003182133,-0.0003094183,-0.0001842783,-0.0004946128,-0.0004547687,-0.0001577833,-0.0001667781,-0.0002983859,-0.0003259597,0.0000617359,-0.0004252796,-0.0003952340,-0.0005441810,-0.0004919360,-0.0004623422,-0.0004884952,-0.0004918838,-0.0005440055,-0.0005490864,-0.0005968791,-0.0005079816,0.0000065522,0.0001049851,0.0003546461,0.0144272913,-0.0001141346,0.0017719036,-0.0001334046,-0.0000965073,-0.0001212096,0.0000095364,0.0000160203,-0.0000787400,-0.0002039748,-0.0001830087,-0.0001948722,-0.0002358608,-0.0002288610,-0.0001168787,-0.0001194897,-0.0001420414,-0.0002830934,-0.0001734574
0.042310886,-0.0003622860,-0.0003675854,-0.0001265489,-0.0002809863,-0.0002549153,-0.0002861411,-0.0003067008,-0.0002907570,-0.0002799483,-0.0002659177,-0.0003358700,-0.0003024087,-0.0002448632,-0.0002582843,-0.0003746079,-0.0004027415,-0.0002858796,-0.0003592505,-0.0003959282,-0.0004095874,-0.0003530353,-0.0003490007,-0.0003664885,-0.0003560460,-0.0004184629,-0.0004045517,-0.0004069031,-0.0003917582,-0.0001319518,-0.0001702226,-0.0001232376,-0.0001141346,0.0102038224,0.0002007573,0.0001872181,0.0001696770,0.0000524133,0.0001257588,0.0001011792,0.0004228625,0.0005452448,0.0003445275,0.0003033956,0.0002863099,0.0002321146,0.0003727488,0.0003057752,0.0003393758,0.0003430271,0.0003027963
0.066802137,-0.0004856444,-0.0004687860,-0.0000598413,-0.0002554843,-0.0003504974,-0.0003826648,-0.0003922790,-0.0003909902,-0.0003623072,-0.0002822680,-0.0004924927,-0.0004221055,-0.0003125578,-0.0003792567,-0.0004726782,-0.0004622221,-0.0002233911,-0.0005049628,-0.0004861691,-0.0005947675,-0.0004975479,-0.0004876401,-0.0005027550,-0.0005103719,-0.0005524514,-0.0005497839,-0.0006026398,-0.0005133885,-0.0000980644,-0.0002240078,-0.0000358458,0.0017719036,0.0002007573,0.0160388106,0.0000526475,0.0000808418,0.0000121751,0.0002599316,0.0002212368,0.0001202289,-0.0000519893,0.0001031689,0.0000228114,-0.0000185655,-0.0000322625,0.0000522967,0.0000670509,0.0000817489,-0.0000831077,0.0000020057
-0.1707565,-0.0003673813,-0.0003525666,0.0005556355,-0.0002398421,-0.0002451564,-0.0002250203,-0.0002637406,-0.0002827234,-0.0002852969,-0.0001981879,-0.0003419423,-0.0003059803,-0.0002525551,-0.0002122059,-0.0003764910,-0.0004092169,-0.0003227534,-0.0003596289,-0.0003935642,-0.0004535992,-0.0003568847,-0.0003496536,-0.0003761860,-0.0003800389,-0.0004302188,-0.0004321311,-0.0004792016,-0.0003978607,-0.0003195929,-0.0002882767,-0.0000964352,-0.0001334046,0.0001872181,0.0000526475,0.0134162195,0.0023042885,0.0015057615,0.0013720335,0.0012301045,0.0000703054,0.0000216763,0.0001170055,0.0000883161,0.0000892850,0.0000355915,0.0000913347,0.0001222338,0.0001513275,-0.0000168431,0.0000101634
-0.20573655,-0.0003296897,-0.0003001116,0.0004313067,-0.0001926593,-0.0002293896,-0.0002114297,-0.0002302235,-0.0002526851,-0.0002380725,-0.0001813521,-0.0002994488,-0.0002482365,-0.0002240649,-0.0001653435,-0.0002417115,-0.0003706021,-0.0003026789,-0.0003530019,-0.0003911944,-0.0004175796,-0.0003256047,-0.0003131105,-0.0003450519,-0.0003386939,-0.0003993182,-0.0003976962,-0.0004521859,-0.0003614596,-0.0003205749,-0.0002484409,-0.0000712864,-0.0000965073,0.0001696770,0.0000808418,0.0023042885,0.0095563916,0.0011887557,0.0010638303,0.0009587314,0.0001177926,0.0000603425,0.0001673984,0.0001284639,0.0001428952,0.0000790126,0.0001331358,0.0001796773,0.0002060164,0.0000186780,0.0000574726
-0.03902382,-0.0002853848,-0.0002784806,0.0010694546,-0.0001677652,-0.0001987727,-0.0001754704,-0.0002027020,-0.0002122208,-0.0002075095,-0.0001133586,-0.0003044361,-0.0002633637,-0.0002177481,-0.0002131972,-0.0003335972,-0.0003412455,-0.0002872649,-0.0003159774,-0.0003531862,-0.0003770156,-0.0003130088,-0.0002613979,-0.0002898114,-0.0003165577,-0.0003569540,-0.0003731336,-0.0004259698,-0.0003143163,-0.0003346573,-0.0002599767,-0.0000983580,-0.0001212096,0.0000524133,0.0000121751,0.0015057615,0.0011887557,0.0047096010,0.0009380832,0.0009638596,-0.0000071460,-0.0000506608,0.0000669934,0.0000136501,0.0000212241,-0.0000170973,0.0000448103,0.0000544196,0.0001091952,-0.0000714809,-0.0000489910
0.12105973,-0.0003626517,-0.0003531155,0.0005550302,-0.0001912621,-0.0002602584,-0.0002572660,-0.0002737390,-0.0002815730,-0.0002668244,-0.0001908317,-0.0003582259,-0.0003123289,-0.0002280249,-0.0002357554,-0.0003570140,-0.0003657502,-0.0002455154,-0.0003836899,-0.0004074762,-0.0004590710,-0.0003683297,-0.0003466346,-0.0003673161,-0.0003636811,-0.0004255094,-0.0004276281,-0.0004785736,-0.0003890251,-0.0003005172,-0.0002202995,-0.0000887949,0.0000095364,0.0001257588,0.0002599316,0.0013720335,0.0010638303,0.0009380832,0.0080949784,0.0024394302,0.0000787999,0.0000130179,0.0001438630,0.0000997501,0.0000864178,0.0000475794,0.0001101322,0.0001271139,0.0001699666,0.0000083594,0.0000159290
-0.026537331,-0.0003467993,-0.0003558032,0.0006784734,-0.0001786571,-0.0002497931,-0.0002389630,-0.0002603667,-0.0002681159,-0.0002621560,-0.0001735766,-0.0003661193,-0.0003073148,-0.0002417727,-0.0002445024,-0.0003533517,-0.0003668899,-0.0002554764,-0.0003601955,-0.0003916439,-0.0004552967,-0.0003487143,-0.0003371772,-0.0003628816,-0.0003684813,-0.0004009081,-0.0004079527,-0.0004610030,-0.0003839063,-0.0003000992,-0.0002254143,-0.0000807742,0.0000160203,0.0001011792,0.0002212368,0.0012301045,0.0009587314,0.0009638596,0.0024394302,0.0053246364,0.0000453558,-0.0000098760,0.0001204748,0.0000554104,0.0000554351,0.0000076878,0.0000724070,0.0000942882,0.0001454736,-0.0000195533,-0.0000097342
0.000358148,-0.0003001032,-0.0003014733,-0.0001743769,-0.0002266187,-0.0002314556,-0.0002514216,-0.0002702386,-0.0002494447,-0.0002549958,-0.0002166907,-0.0003093859,-0.0002737050,-0.0000948184,-0.0001055945,-0.0002243707,-0.0002526208,-0.0001384024,-0.0001781551,-0.0002393799,-0.0002977089,-0.0002638417,-0.0002934592,-0.0003139967,-0.0003023776,-0.0003039761,-0.0003180746,-0.0003285883,-0.0003101064,-0.0000707038,-0.0000335148,0.0000361137,-0.0000787400,0.0004228625,0.0001202289,0.0000703054,0.0001177926,-0.0000071460,0.0000787999,0.0000453558,0.0041790270,0.0006880469,0.0005451065,0.0004389901,0.0004673928,0.0003704449,0.0005180686,0.0004811698,0.0005072793,0.0004815973,0.0003998473
0.062771589,-0.0004334571,-0.0004337399,-0.0002525662,-0.0003235078,-0.0003560461,-0.0003750655,-0.0004036474,-0.0003741507,-0.0003896527,-0.0003339811,-0.0004454545,-0.0003870019,-0.0003509255,-0.0003838805,-0.0004463321,-0.0004692318,-0.0003515565,-0.0004353584,-0.0004782595,-0.0005228513,-0.0004506193,-0.0004279195,-0.0004477571,-0.0004554835,-0.0004848182,-0.0004808255,-0.0005237044,-0.0004573799,-0.0002542497,-0.0003338732,-0.0002064369,-0.0002039748,0.0005452448,-0.0000519893,0.0000216763,0.0000603425,-0.0000506608,0.0000130179,-0.0000098760,0.0006880469,0.0167769198,0.0007496334,0.0007851735,0.0007235887,0.0006473340,0.0009516015,0.0006409130,0.0006694090,0.0008657114,0.0007423953
-0.37700596,-0.0003620930,-0.0004036266,-0.0001721900,-0.0002830217,-0.0003480404,-0.0003511265,-0.0003712864,-0.0003652154,-0.0003644406,-0.0002819680,-0.0004272600,-0.0003605519,-0.0003212102,-0.0003467499,-0.0004346324,-0.0004366805,-0.0003289387,-0.0004058272,-0.0004510492,-0.0004994981,-0.0004258310,-0.0004134019,-0.0004293743,-0.0004346087,-0.0004666888,-0.0004697668,-0.0005082660,-0.0004485066,-0.0001248643,-0.0002639205,-0.0001574030,-0.0001830087,0.0003445275,0.0001031689,0.0001170055,0.0001673984,0.0000669934,0.0001438630,0.0001204748,0.0005451065,0.0007496334,0.0100421389,0.0014671156,0.0017863693,0.0012722628,0.0007470005,0.0007894568,0.0008503325,0.0008975728,0.0006875286
-0.01185465,-0.0003755673,-0.0004079625,-0.0002102846,-0.0003137640,-0.0003540215,-0.0003630149,-0.0003845763,-0.0003780036,-0.0003748869,-0.0002941267,-0.0004331940,-0.0003721422,-0.0003525006,-0.0003892259,-0.0004566521,-0.0004508895,-0.0003321430,-0.0004149747,-0.0004612781,-0.0005180693,-0.0004440105,-0.0004211664,-0.0004351933,-0.0004380409,-0.0004772450,-0.0004685547,-0.0005140822,-0.0004529873,-0.0002246935,-0.0002668477,-0.0002070176,-0.0001948722,0.0003033956,0.0000228114,0.0000883161,0.0001284639,0.0000136501,0.0000997501,0.0000554104,0.0004389901,0.0007851735,0.0014671156,0.0065890303,0.0020460572,0.0024020256,0.0006738773,0.0006889128,0.0006568968,0.0010715159,0.0007777289
-0.010523236,-0.0003978077,-0.0004191706,-0.0002208518,-0.0003452138,-0.0003698993,-0.0003690780,-0.0003883793,-0.0003876695,-0.0003887593,-0.0003106978,-0.0004433373,-0.0003772011,-0.0003672875,-0.0003989821,-0.0004769168,-0.0004777004,-0.0003503895,-0.0004408607,-0.0004860707,-0.0005309975,-0.0004471104,-0.0004329718,-0.0004443421,-0.0004491096,-0.0004889113,-0.0004817895,-0.0005207885,-0.0004667760,-0.0002821184,-0.0003356814,-0.0002088941,-0.0002358608,0.0002863099,-0.0000185655,0.0000892850,0.0001428952,0.0000212241,0.0000864178,0.0000554351,0.0004673928,0.0007235887,0.0017863693,0.0020460572,0.0101501803,0.0020521035,0.0006845916,0.0006769141,0.0006559288,0.0009119099,0.0006508401
0.016968122,-0.0003881133,-0.0004005626,-0.0002032432,-0.0003431242,-0.0003642723,-0.0003505841,-0.0003651324,-0.0003748828,-0.0003695439,-0.0002863059,-0.0004291177,-0.0003640906,-0.0003692356,-0.0004159431,-0.0004738000,-0.0004648551,-0.0003607396,-0.0004187887,-0.0004695403,-0.0005167850,-0.0004439666,-0.0004147693,-0.0004313476,-0.0004242142,-0.0004757902,-0.0004625217,-0.0005022600,-0.0004468946,-0.0003014147,-0.0003528247,-0.0002431968,-0.0002288610,0.0002321146,-0.0000322625,0.0000355915,0.0000790126,-0.0000170973,0.0000475794,0.0000076878,0.0003704449,0.0006473340,0.0012722628,0.0024020256,0.0020521035,0.0068225092,0.0005908646,0.0006130403,0.0005720320,0.0009236856,0.0006798796
0.088148206,-0.0002881676,-0.0003050848,-0.0001268571,-0.0002254131,-0.0002330168,-0.0002272569,-0.0002547655,-0.0002357881,-0.0002556166,-0.0002048361,-0.0003191878,-0.0002743323,-0.0001335164,-0.0001676093,-0.0002762932,-0.0002889110,-0.0002139824,-0.0002052102,-0.0002959762,-0.0003169956,-0.0002192275,-0.0002813841,-0.0002984404,-0.0003056389,-0.0003462473,-0.0003525632,-0.0003918809,-0.0003202626,-0.0001707551,-0.0001572471,-0.0000360680,-0.0001168787,0.0003727488,0.0000522967,0.0000913347,0.0001331358,0.0000448103,0.0001101322,0.0000724070,0.0005180686,0.0009516015,0.0007470005,0.0006738773,0.0006845916,0.0005908646,0.0050532169,0.0006931817,0.0008068564,0.0006109888,0.0005028077
0.053767543,-0.0002789170,-0.0002930921,-0.0001041102,-0.0002025743,-0.0002545588,-0.0002586561,-0.0002846177,-0.0002787813,-0.0002433396,-0.0001998217,-0.0003231964,-0.0002698333,-0.0002381139,-0.0002675568,-0.0003623267,-0.0003527950,-0.0002657586,-0.0002904690,-0.0003593655,-0.0003911056,-0.0003182189,-0.0003186638,-0.0003392351,-0.0003314983,-0.0003453714,-0.0003682707,-0.0004098935,-0.0003476526,-0.0002495926,-0.0002453758,-0.0001462838,-0.0001194897,0.0003057752,0.0000670509,0.0001222338,0.0001796773,0.0000544196,0.0001271139,0.0000942882,0.0004811698,0.0006409130,0.0007894568,0.0006889128,0.0006769141,0.0006130403,0.0006931817,0.0064634833,0.0008041474,0.0006156851,0.0005238658
-0.17031308,-0.0002905704,-0.0003042095,-0.0000858883,-0.0002071419,-0.0002595824,-0.0002583310,-0.0002765944,-0.0002733935,-0.0002734432,-0.0001986251,-0.0003401928,-0.0002822338,-0.0002436439,-0.0002563139,-0.0003310710,-0.0003285339,-0.0002350157,-0.0003074733,-0.0003517476,-0.0004017403,-0.0003334754,-0.0003269523,-0.0003427024,-0.0003458566,-0.0003674890,-0.0003747031,-0.0004108428,-0.0003569822,-0.0002422835,-0.0002290827,-0.0001267389,-0.0001420414,0.0003393758,0.0000817489,0.0001513275,0.0002060164,0.0001091952,0.0001699666,0.0001454736,0.0005072793,0.0006694090,0.0008503325,0.0006568968,0.0006559288,0.0005720320,0.0008068564,0.0008041474,0.0015870106,0.0005822630,0.0004632434
0.10167459,-0.0004404231,-0.0004528266,-0.0002735885,-0.0003993745,-0.0003646059,-0.0003958229,-0.0004249397,-0.0003975420,-0.0004089600,-0.0003422279,-0.0004523275,-0.0003899057,-0.0003672797,-0.0004159488,-0.0004755809,-0.0004676064,-0.0004176956,-0.0004332748,-0.0004765562,-0.0005453617,-0.0004648963,-0.0004574232,-0.0004726889,-0.0004619957,-0.0005058172,-0.0004981428,-0.0005438441,-0.0004856293,-0.0002990694,-0.0003804329,-0.0002571836,-0.0002830934,0.0003430271,-0.0000831077,-0.0000168431,0.0000186780,-0.0000714809,0.0000083594,-0.0000195533,0.0004815973,0.0008657114,0.0008975728,0.0010715159,0.0009119099,0.0009236856,0.0006109888,0.0006156851,0.0005822630,0.0129589005,0.0020207867
0.22856145,-0.0003717579,-0.0003640993,-0.0002054646,-0.0003395681,-0.0003092430,-0.0003321403,-0.0003617259,-0.0003352834,-0.0003153845,-0.0002923043,-0.0003800039,-0.0003097649,-0.0003411414,-0.0003665262,-0.0003899839,-0.0003958820,-0.0003700897,-0.0003897651,-0.0004114468,-0.0004816926,-0.0003920413,-0.0003912811,-0.0004090034,-0.0003901500,-0.0004284165,-0.0004177678,-0.0004615141,-0.0004037443,-0.0002599961,-0.0003451978,-0.0002341106,-0.0001734574,0.0003027963,0.0000020057,0.0000101634,0.0000574726,-0.0000489910,0.0000159290,-0.0000097342,0.0003998473,0.0007423953,0.0006875286,0.0007777289,0.0006508401,0.0006798796,0.0005028077,0.0005238658,0.0004632434,0.0020207867,0.0068033664
